,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
26,0.0545,https://api.spotify.com/v1/audio-analysis/0FuTx2s3YH1ppmtiM6l0zI,0.623,220291,0.654,0FuTx2s3YH1ppmtiM6l0zI,0.0,0,0.0838,-5.675,0,0.0372,95.921,4,https://api.spotify.com/v1/tracks/0FuTx2s3YH1ppmtiM6l0zI,audio_features,spotify:track:0FuTx2s3YH1ppmtiM6l0zI,0.396
27,0.00179,https://api.spotify.com/v1/audio-analysis/6WbADFqMvR8N5u0BvtsWQE,0.652,181673,0.855,6WbADFqMvR8N5u0BvtsWQE,0.0,2,0.0404,-4.832,1,0.0441,134.009,4,https://api.spotify.com/v1/tracks/6WbADFqMvR8N5u0BvtsWQE,audio_features,spotify:track:6WbADFqMvR8N5u0BvtsWQE,0.287
28,0.124,https://api.spotify.com/v1/audio-analysis/6jA8HL9i4QGzsj6fjoxp8Y,0.611,221904,0.644,6jA8HL9i4QGzsj6fjoxp8Y,0.0,6,0.124,-7.607,0,0.0553,105.969,4,https://api.spotify.com/v1/tracks/6jA8HL9i4QGzsj6fjoxp8Y,audio_features,spotify:track:6jA8HL9i4QGzsj6fjoxp8Y,0.137
29,0.163,https://api.spotify.com/v1/audio-analysis/0tgVpDi06FyKpA1z0VMD4v,0.599,263400,0.448,0tgVpDi06FyKpA1z0VMD4v,0.0,8,0.106,-6.312,1,0.0232,95.05,3,https://api.spotify.com/v1/tracks/0tgVpDi06FyKpA1z0VMD4v,audio_features,spotify:track:0tgVpDi06FyKpA1z0VMD4v,0.168
30,0.191,https://api.spotify.com/v1/audio-analysis/1Sl3njkhhz8nrSPZroDQ82,0.678,184248,0.819,1Sl3njkhhz8nrSPZroDQ82,0.0,8,0.159,-3.306,1,0.0313,90.004,4,https://api.spotify.com/v1/tracks/1Sl3njkhhz8nrSPZroDQ82,audio_features,spotify:track:1Sl3njkhhz8nrSPZroDQ82,0.498
31,0.658,https://api.spotify.com/v1/audio-analysis/0mel2N9Ws9r4yLQn5QE21Y,0.653,201000,0.378,0mel2N9Ws9r4yLQn5QE21Y,0.0,5,0.177,-8.273,1,0.0533,91.835,4,https://api.spotify.com/v1/tracks/0mel2N9Ws9r4yLQn5QE21Y,audio_features,spotify:track:0mel2N9Ws9r4yLQn5QE21Y,0.54
32,0.0079,https://api.spotify.com/v1/audio-analysis/57p8CBvPOxrvyCbn6ttl5r,0.653,234286,0.91,57p8CBvPOxrvyCbn6ttl5r,0.0,10,0.318,-3.36,1,0.0566,126.047,4,https://api.spotify.com/v1/tracks/57p8CBvPOxrvyCbn6ttl5r,audio_features,spotify:track:57p8CBvPOxrvyCbn6ttl5r,0.0861
33,0.272,https://api.spotify.com/v1/audio-analysis/69Naniu2KjKjaQOBUagE8U,0.541,214255,0.557,69Naniu2KjKjaQOBUagE8U,0.0,0,0.156,-5.094,0,0.173,106.122,4,https://api.spotify.com/v1/tracks/69Naniu2KjKjaQOBUagE8U,audio_features,spotify:track:69Naniu2KjKjaQOBUagE8U,0.173
34,0.13,https://api.spotify.com/v1/audio-analysis/7wGoVu4Dady5GV0Sv4UIsx,0.577,218320,0.522,7wGoVu4Dady5GV0Sv4UIsx,9.03e-05,5,0.142,-6.594,0,0.0984,159.772,4,https://api.spotify.com/v1/tracks/7wGoVu4Dady5GV0Sv4UIsx,audio_features,spotify:track:7wGoVu4Dady5GV0Sv4UIsx,0.119
35,0.0231,https://api.spotify.com/v1/audio-analysis/6De0lHrwBfPfrhorm9q1Xl,0.744,205715,0.804,6De0lHrwBfPfrhorm9q1Xl,0.0,1,0.0494,-6.327,1,0.0677,104.823,4,https://api.spotify.com/v1/tracks/6De0lHrwBfPfrhorm9q1Xl,audio_features,spotify:track:6De0lHrwBfPfrhorm9q1Xl,0.456
36,0.192,https://api.spotify.com/v1/audio-analysis/3V9DfRoS7JfSkuTyNEsCxQ,0.639,165084,0.664,3V9DfRoS7JfSkuTyNEsCxQ,0.0,8,0.223,-4.837,0,0.0667,110.082,4,https://api.spotify.com/v1/tracks/3V9DfRoS7JfSkuTyNEsCxQ,audio_features,spotify:track:3V9DfRoS7JfSkuTyNEsCxQ,0.349
37,0.568,https://api.spotify.com/v1/audio-analysis/5aFQU3VPCQ3YGfKBA4tLfj,0.627,250173,0.572,5aFQU3VPCQ3YGfKBA4tLfj,1.52e-06,5,0.198,-7.738,0,0.0373,100.041,4,https://api.spotify.com/v1/tracks/5aFQU3VPCQ3YGfKBA4tLfj,audio_features,spotify:track:5aFQU3VPCQ3YGfKBA4tLfj,0.368
38,0.207,https://api.spotify.com/v1/audio-analysis/7F9vK8hNFMml4GtHsaXui6,0.683,190428,0.53,7F9vK8hNFMml4GtHsaXui6,0.0,5,0.394,-4.918,0,0.142,75.016,4,https://api.spotify.com/v1/tracks/7F9vK8hNFMml4GtHsaXui6,audio_features,spotify:track:7F9vK8hNFMml4GtHsaXui6,0.632
39,0.113,https://api.spotify.com/v1/audio-analysis/4xlrALxuaCf9yZBHJeTSG6,0.741,184134,0.79,4xlrALxuaCf9yZBHJeTSG6,0.0,11,0.0542,-4.086,0,0.0469,104.043,4,https://api.spotify.com/v1/tracks/4xlrALxuaCf9yZBHJeTSG6,audio_features,spotify:track:4xlrALxuaCf9yZBHJeTSG6,0.525
40,0.381,https://api.spotify.com/v1/audio-analysis/79cuOz3SPQTuFrp8WgftAu,0.857,199440,0.8,79cuOz3SPQTuFrp8WgftAu,0.0,2,0.0913,-4.035,1,0.0583,121.996,4,https://api.spotify.com/v1/tracks/79cuOz3SPQTuFrp8WgftAu,audio_features,spotify:track:79cuOz3SPQTuFrp8WgftAu,0.965
