,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
29,0.435,https://api.spotify.com/v1/audio-analysis/2UxfcZJCphbEkfbZ6nLiDx,0.497,262458,0.67,2UxfcZJCphbEkfbZ6nLiDx,1.25e-06,0,0.389,-4.509,1,0.0348,121.826,4,https://api.spotify.com/v1/tracks/2UxfcZJCphbEkfbZ6nLiDx,audio_features,spotify:track:2UxfcZJCphbEkfbZ6nLiDx,0.236
30,0.0852,https://api.spotify.com/v1/audio-analysis/3sJHkcxojoJD2Ytbo1yLLF,0.649,213693,0.762,3sJHkcxojoJD2Ytbo1yLLF,0.00383,11,0.118,-5.153,0,0.0447,107.034,4,https://api.spotify.com/v1/tracks/3sJHkcxojoJD2Ytbo1yLLF,audio_features,spotify:track:3sJHkcxojoJD2Ytbo1yLLF,0.475
31,0.512,https://api.spotify.com/v1/audio-analysis/1YMBg7rOjxzbya0fPOYfNX,0.78,198286,0.764,1YMBg7rOjxzbya0fPOYfNX,1.14e-06,8,0.152,-4.098,1,0.0391,104.988,4,https://api.spotify.com/v1/tracks/1YMBg7rOjxzbya0fPOYfNX,audio_features,spotify:track:1YMBg7rOjxzbya0fPOYfNX,0.545
32,0.0406,https://api.spotify.com/v1/audio-analysis/7FESgYLcOufHqKlwrvJN60,0.78,163251,0.798,7FESgYLcOufHqKlwrvJN60,6.31e-05,1,0.0733,-5.151,0,0.0613,78.969,4,https://api.spotify.com/v1/tracks/7FESgYLcOufHqKlwrvJN60,audio_features,spotify:track:7FESgYLcOufHqKlwrvJN60,0.771
33,0.0323,https://api.spotify.com/v1/audio-analysis/3HVr6jTVwBHBa2flM0eURR,0.731,220454,0.794,3HVr6jTVwBHBa2flM0eURR,2.59e-05,0,0.112,-5.126,0,0.0522,139.994,4,https://api.spotify.com/v1/tracks/3HVr6jTVwBHBa2flM0eURR,audio_features,spotify:track:3HVr6jTVwBHBa2flM0eURR,0.35
34,0.148,https://api.spotify.com/v1/audio-analysis/1839RWzPRZCVgvamu4sHSN,0.59,191331,0.871,1839RWzPRZCVgvamu4sHSN,0.0,11,0.0739,-3.353,0,0.0891,134.956,4,https://api.spotify.com/v1/tracks/1839RWzPRZCVgvamu4sHSN,audio_features,spotify:track:1839RWzPRZCVgvamu4sHSN,0.296
35,0.022,https://api.spotify.com/v1/audio-analysis/5SE57ljOIUJ1ybL9U6CuBH,0.598,223123,0.775,5SE57ljOIUJ1ybL9U6CuBH,0.0,1,0.0677,-4.035,0,0.0545,129.819,4,https://api.spotify.com/v1/tracks/5SE57ljOIUJ1ybL9U6CuBH,audio_features,spotify:track:5SE57ljOIUJ1ybL9U6CuBH,0.687
36,0.0254,https://api.spotify.com/v1/audio-analysis/23nQaCPwwIT4AV9jn6kUbg,0.672,253531,0.988,23nQaCPwwIT4AV9jn6kUbg,9.28e-06,11,0.142,-2.055,0,0.116,128.029,4,https://api.spotify.com/v1/tracks/23nQaCPwwIT4AV9jn6kUbg,audio_features,spotify:track:23nQaCPwwIT4AV9jn6kUbg,0.81
37,0.00288,https://api.spotify.com/v1/audio-analysis/6q2cJXwzu89N8okT69L7KC,0.74,183001,0.928,6q2cJXwzu89N8okT69L7KC,0.0,7,0.319,-4.139,1,0.0633,129.955,4,https://api.spotify.com/v1/tracks/6q2cJXwzu89N8okT69L7KC,audio_features,spotify:track:6q2cJXwzu89N8okT69L7KC,0.671
38,0.0159,https://api.spotify.com/v1/audio-analysis/2BwLSpJ2jQsrN9V5e49cxf,0.612,294773,0.978,2BwLSpJ2jQsrN9V5e49cxf,0.00129,5,0.318,-4.221,0,0.0783,127.986,4,https://api.spotify.com/v1/tracks/2BwLSpJ2jQsrN9V5e49cxf,audio_features,spotify:track:2BwLSpJ2jQsrN9V5e49cxf,0.431
